,Title,Theme,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,
135,Discussion On Ram Temple's Impact: Civilization Or Politics? | Ram Mandir Pran Pratishtha News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,8m 56s,2024-01-23T17:51:26Z,1402,12,2,public,,,20
136,Understanding The Impact Of 'Ram Rajya' Concept: Experts Discuss | Ram Mandir Pran Pratishtha News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,7m 7s,2024-01-23T17:48:55Z,3752,13,1,public,,,20
137,Ram Mandir Pran Pratishtha: Noted Authors Reflect On Historic Events And Their Impact On Humanity,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,8m 47s,2024-01-23T17:46:18Z,1158,5,0,public,,,20
138,Rahul Kanwal LIVE: Ashwini Vaishnaw Exclusive | World Economic Forum 2024 | Davos Brainstorm 2024,Economy,Newstrack_with_Rahul_Kanwal,India Today,11h 11m 51s,2024-01-20T02:07:55Z,3775,32,0,public,,,19
139,Roshni Nadar Reveals HCL Tech's Winning Hand This Quarter | Davos Brainstorm 2024 | India Today,Economy,Newstrack_with_Rahul_Kanwal,India Today,4m 47s,2024-01-19T15:34:54Z,873,7,0,public,,,17
140,"Roshini Nadar, Chairperson Of HCL Tech, Reveals Their Major Partnership With Foxconn | India Today",Economy,Newstrack_with_Rahul_Kanwal,India Today,6m 15s,2024-01-19T15:29:45Z,1336,14,2,public,,,17
141,Wipro To Invest A Billion Dollars In AI Over The Next Three Years? | Rishad Premji Exclusive,Economy,Newstrack_with_Rahul_Kanwal,India Today,5m 8s,2024-01-19T15:22:33Z,741,13,1,public,,,26
142,India's UPI Technology Adopted by Japan And European Nations | Ashwini Vaishnaw Exclusive,Economy,Newstrack_with_Rahul_Kanwal,India Today,7m 13s,2024-01-19T15:12:33Z,1660,11,3,public,,,19
143,Ashwini Vaishnaw Exclusively Speaks On Rapid Adoption Of UPI & Digital Financial Services In India,Economy,Newstrack_with_Rahul_Kanwal,India Today,3m 57s,2024-01-19T15:08:22Z,545,7,0,public,,,19
144,"Tech Companies Need to Move Faster To Detect Deepfakes, Says Minister Ashwini Vaishnaw | India Today",Others,Newstrack_with_Rahul_Kanwal,India Today,4m 50s,2024-01-19T14:54:36Z,383,4,0,public,,,19
145,"India's First Chip to Roll Out in December, Reveals IT Minister Ashwini Vaishnaw | Davos Brainstorm",Others,Newstrack_with_Rahul_Kanwal,India Today,6m 57s,2024-01-19T14:52:43Z,17728,186,28,public,,,19
146,Global Election Year Impact On Economy Discussed At WEF 2024 | Martin Wolf Exclusive,Economy,Newstrack_with_Rahul_Kanwal,India Today,10m 13s,2024-01-18T15:51:55Z,570,5,1,public,,,18
147,Maharashtra Government Representative Discusses Investment Strategy At Davos,Economy,Newstrack_with_Rahul_Kanwal,India Today,5m 6s,2024-01-18T15:47:39Z,3946,60,9,public,,,30
148,Discussion On Shiv Sena's Political Popularity: Insights From Milind Deora,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,2m 32s,2024-01-18T15:46:09Z,407,4,1,public,,,25
149,Milind Deora Discusses Political Switch And India's Upcoming General Elections At Davos,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,1m 51s,2024-01-18T15:43:33Z,420,3,0,public,,,21
150,World Economic Forum: Hardeep Singh Puri Discusses Houthi Situation & Oil Price Forecast,Economy,Newstrack_with_Rahul_Kanwal,India Today,5m 31s,2024-01-18T15:29:57Z,286,2,0,public,,,16
151,Pakistan And Iran Strikes Discussed | Hardeep Singh Puri Exclusive,Pakistan,Newstrack_with_Rahul_Kanwal,India Today,2m 52s,2024-01-18T15:21:50Z,19926,63,3,public,,,21
152,India Shines In Global Energy Discussion At Davos: Exclusive Talk With Hardeep Singh Puri,Praising Ruling Party,Newstrack_with_Rahul_Kanwal,India Today,2m 38s,2024-01-18T15:19:18Z,355,2,1,public,,,18
153,"Rahul Kanwal LIVE: Hardeep Singh Puri, Union Minister At #wef24 | Davos Brainstorm 2024",Other political themes,Newstrack_with_Rahul_Kanwal,India Today,11m 16s,2024-01-18T14:41:44Z,925,6,1,public,,,21
154,Russia-Ukraine Conflict Discussion On India Today | WEF 2024,Others,Newstrack_with_Rahul_Kanwal,India Today,8m 6s,2024-01-17T15:51:49Z,362,5,1,public,,,20
155,Understanding The Implications Of A Potential Donald Trump Comeback,Others,Newstrack_with_Rahul_Kanwal,India Today,4m 54s,2024-01-17T15:49:20Z,553,5,2,public,,,31
156,Understanding Trump's Potential Impact On India And World Affairs,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,4m 43s,2024-01-17T15:44:46Z,537,2,0,public,,,18
157,"US Presidential Election Analysis With Diplomats At WEF, Davos",Others,Newstrack_with_Rahul_Kanwal,India Today,2m 11s,2024-01-17T15:42:29Z,238,1,0,public,,,21
158,Ray Dalio Regards Narendra Modi As 'Great Leader' & Highlights India's Potential In Global Market,Praising Ruling Party,Newstrack_with_Rahul_Kanwal,India Today,5m 56s,2024-01-17T15:38:32Z,1299,13,1,public,,,19
159,Could China Overtake The United States In Future? | WEF 2024 | Gita Gopinath Exclusive,Others,Newstrack_with_Rahul_Kanwal,India Today,8m 19s,2024-01-17T15:23:18Z,509,6,1,public,,,22
160,IMF's Gita Gopinath Discusses Generative AIs Impact On Jobs At WEF Davos With India Today,Economy,Newstrack_with_Rahul_Kanwal,India Today,5m 34s,2024-01-17T15:18:10Z,482,8,0,public,,,19
161,"Davos Brainstorm 2024 With Rahul Kanwal LIVE: Gita Gopinath, Samir Saran & Ravi Agrawal Exclusive",Others,Newstrack_with_Rahul_Kanwal,India Today,46m 6s,2024-01-17T15:15:28Z,3099,18,0,public,,,10
162,Call Centers Could Quickly Be Driven Out Of Business Due To AI': Dr. Geeta Gopinath,Economy,Newstrack_with_Rahul_Kanwal,India Today,14m 29s,2024-01-17T15:06:30Z,2852,37,11,public,,,24
163,Fareed Zakaria Speaks On PM Modi's At Davos Brainstorm 2024 | Rahul Kanwal | #shorts,Praising Ruling Party,Newstrack_with_Rahul_Kanwal,India Today,44s,2024-01-17T14:16:31Z,8984,295,6,public,,,20
164,"My Political Game Is Over, I Have To Get Investments' | Telangana CM Revant Reddy Exclusive",Other political themes,Newstrack_with_Rahul_Kanwal,India Today,8m 29s,2024-01-16T15:59:44Z,8577,43,13,public,,,22
165,Indian Delegation's Visit to Saudi Arabia Stirs Reactions | Smriti Irani Exclusive On India Today,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,8m 28s,2024-01-16T15:56:15Z,1729,12,0,public,,,24
166,Niall Ferguson Talks About Dealing with Online Trolls At Davos Brainstorm 2024,Others,Newstrack_with_Rahul_Kanwal,India Today,3m 19s,2024-01-16T15:32:23Z,526,3,1,public,,,20
167,"China's AI Development Lagging Behind US, Says Niall Ferguson | Davos Brainstorm 2024",Others,Newstrack_with_Rahul_Kanwal,India Today,6m 4s,2024-01-16T15:22:23Z,477,6,1,public,,,20
168,US Foreign Policy Dilemma: Balancing Domestic And Global Commitments | Niall Ferguson Exclusive,Others,Newstrack_with_Rahul_Kanwal,India Today,4m 4s,2024-01-16T15:18:10Z,205,1,0,public,,,21
169,Implications Of Persisting Global Conflicts Discussed At Davos Brainstorm 2024,Others,Newstrack_with_Rahul_Kanwal,India Today,7m 46s,2024-01-16T15:15:20Z,242,0,1,public,,,20
170,LIVE: Niall Ferguson Interview With Rahul Kanwal & Kalli Purie | Davos Brainstorm 2024 LIVE,Others,Newstrack_with_Rahul_Kanwal,India Today,28m 30s,2024-01-16T14:57:50Z,1673,15,1,public,,,20
171,"Artificial Intelligence Misuse In Elections, A High Risk? WEF President Borge Brende Exclusive",Others,Newstrack_with_Rahul_Kanwal,India Today,10m 8s,2024-01-15T15:55:16Z,542,7,0,public,,,20
172,Fareed Zakaria Talks About Israel Hamas Conflict & Russia-Ukraine Conflict | Davos Brainstorm 2024,Others,Newstrack_with_Rahul_Kanwal,India Today,8m 11s,2024-01-15T15:37:44Z,1291,9,2,public,,,20
173,Fareed Zakaria Discusses PM Modi's Prospects In Upcoming Elections | Davos Brainstorm 2024,Praising Ruling Party,Newstrack_with_Rahul_Kanwal,India Today,11m 3s,2024-01-15T15:36:46Z,128852,1121,993,public,,,20
174,Davos Brainstorm 2024: Fareed Zakaria Discusses 2024 Political Landscape | Rahul Kanwal,Others,Newstrack_with_Rahul_Kanwal,India Today,8m 6s,2024-01-15T15:36:39Z,501,5,1,public,,,20
175,Fareed Zakaria Discusses Xi Jinping's Approach To India Amid Border Tensions | Davos Brainstorm 2024,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,6m 53s,2024-01-15T15:30:23Z,848,9,4,public,,,20
176,Political Stock Exchange With Rahul Kanwal: Will BJP Benefit From Ram Temple Pran Pratishtha? | LIVE,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,11h 10m 24s,2024-01-14T04:39:44Z,6708,18,9,public,,,24
177,Political Stock Exchange With Rahul Kanwal: Will BJP Benefit From Ram Temple Pran Pratishtha? | LIVE,Repetition,Newstrack_with_Rahul_Kanwal,India Today,6h 4m 26s,2024-01-13T16:58:43Z,9697,33,3,public,,,24
178,Political Stock Exchange With Rahul Kanwal: Will BJP Benefit From Ram Temple Pran Pratishtha? | LIVE,Repetition,Newstrack_with_Rahul_Kanwal,India Today,11h 54m 56s,2024-01-13T03:59:10Z,18956,57,1,public,,,24
179,Congress's Absence At Ram Mandir Prana Pratishtha Will Impact Them In 2024 Election?,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,50m 7s,2024-01-12T16:30:08Z,31382,160,186,public,,,20
180,Analyzing the Impact of Ram Temple on 2024 Lok Sabha Elections | Ram Mandir News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,40m 22s,2024-01-12T15:59:33Z,5776,34,18,public,,,20
181,Tracking BJP's Preferences In Correlation With Voters' Level Of Religiosity & Voters Who Pray,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,5m 34s,2024-01-12T15:40:12Z,607,7,3,public,,,20
182,Increase In BJP's Popularity Among Temple-Goers And Non-Temple Goers Over A Decade | Lok Sabha Polls,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,9m 29s,2024-01-12T15:33:39Z,77195,180,78,public,,,20
183,Congress's Strategy May Reinforce Anti-Hindu Image Says Yashwant Deshmukh | Ram Mandir News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,6m 33s,2024-01-12T15:26:03Z,5726,16,21,public,,,20
184,Discussing BJP's Strategy: Ram Mandir Pran Pratishtha Influence Voting? | Ram Mandir News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,9m 47s,2024-01-12T15:24:26Z,3670,29,4,public,,,20
185,Newstrack With Rahul Kanwal: Ram Mandir A 2024 Poll Factor? Will Declining Mandir Invite Hurt Cong?,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,47m 41s,2024-01-12T15:16:58Z,12172,54,33,public,,,24
186,Shankaracharyas Absence From Ram Mandir Prana Pratishtha Sparks Political Debate | Ram Mandir News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,7m 54s,2024-01-12T15:13:12Z,6230,19,26,public,,,20
187,"Newstrack With Rahul Kanwal LIVE: Bestselling Author Of 'Ram Chandra' Series, Amish Tripathi LIVE",Religious issues,Newstrack_with_Rahul_Kanwal,India Today,7h 20m 10s,2024-01-12T01:46:20Z,736,4,0,public,,,19
188,"Newstrack With Rahul Kanwal LIVE: Bestselling Author Of 'Ram Chandra' Series, Amish Tripathi LIVE",Repetition,Newstrack_with_Rahul_Kanwal,India Today,3h 6m 56s,2024-01-11T18:05:24Z,5874,18,3,public,,,19
189,Congress Protests Amid Shankaracharya' Mixed Response To Ayodhya Ceremony | India Today News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,22m 30s,2024-01-11T17:00:49Z,7096,24,14,public,,,28
190,Debate On Involvement Of Political Powers In Religious Affair: Ram Mandir Consecration | India Today,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,5m 55s,2024-01-11T16:06:10Z,1200,4,5,public,,,29
191,Discussing Politics Around Ram Temple Inauguration On Newstrack | India Today News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,2m 42s,2024-01-11T16:01:07Z,707,4,0,public,,,25
192,Debate On Shankracharyas' Reaction To Inaugural Function Of Ram Temple | Rahul Kanwal | News Track,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,4m 12s,2024-01-11T15:56:11Z,10666,20,23,public,,,26
193,Ram Temple Pran Pratishtha: Significance Discussed by Amish Tripathi,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,17m 49s,2024-01-11T15:44:22Z,25905,286,76,public,,,26
194,Political Controversy Over Invitations to Ayodhya Ram Temple's Prana Pratishtha | Rahul Kanwal,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,25m 23s,2024-01-11T15:40:18Z,3497,21,3,public,,,27
195,Ram Temple Inauguration: Congress's Boycott Sparks Political Row | Rahul Kanwal | India Today News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,4m 11s,2024-01-11T15:38:24Z,2543,14,13,public,,,24
196,"Newstrack With Rahul Kanwal LIVE: Bestselling Author Of 'Ram Chandra' Series, Amish Tripathi LIVE",Religious issues,Newstrack_with_Rahul_Kanwal,India Today,17m 44s,2024-01-11T14:58:27Z,9545,62,15,public,,,20
197,News Track With Rahul Kanwal LIVE: Will 'INDIA' Bloc Back Cong's Call? | India Today LIVE News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,11h 52m 52s,2024-01-11T02:48:43Z,16342,66,7,public,,,10
198,NewsTrack Debate | Opposition Declines Mandir Invite: Political Strategy Or Disaster?,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,33m 45s,2024-01-10T16:15:10Z,40861,170,317,public,,,27
199,Ayodhya Prepares for Historic Ram Mandir Consecration; Karsevaks Rejoice,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,6m 46s,2024-01-10T16:08:27Z,5014,16,2,public,,,20
200,AI Startup CEO Arrested For Murdering Her Son In India | India Today,Others,Newstrack_with_Rahul_Kanwal,India Today,3m 31s,2024-01-10T16:04:11Z,27052,134,27,public,,,26
201,Opposition's Decision On Ayodhya Event May Backfire: Analysts,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,5m 27s,2024-01-10T15:53:31Z,1701,3,6,public,,,20
202,Congress And BJP's Battle For 200 Parliamentary Seats Explode,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,7m 47s,2024-01-10T15:51:56Z,873,6,1,public,,,18
203,"RSS, BJP Event': Congress Leadership 'Respectfully Declines' Ram Mandir Invite",Religious issues,Newstrack_with_Rahul_Kanwal,India Today,7m 52s,2024-01-10T15:48:49Z,13044,62,119,public,,,22
204,News Track With Rahul Kanwal: Will 'INDIA' Bloc Back Cong's Call? | India Today,Repetition,Newstrack_with_Rahul_Kanwal,India Today,51m 18s,2024-01-10T15:45:54Z,17491,84,72,public,,,27
205,Rajdeep Sardesai LIVE: 'INDIA' Bloc Seat Share News | 2024 Lok Sabha Election News LIVE |India Today,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,11h 54m 56s,2024-01-10T03:13:22Z,40589,156,8,public,,,22
206,Uncertainty Surrounds Seat-Sharing in INDIA Alliance Ahead of Elections | Rajdeep Sardesai,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,39m 43s,2024-01-09T16:30:17Z,41215,212,144,public,,,21
207,INDIA Alliance's Seat Distribution Formula: Progress or Stagnation? | Lok Sabha Elections 2024,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,53m 31s,2024-01-09T16:12:49Z,13704,69,37,public,,,21
208,Why Does Congress Need An Alliance In Telangana? BJP's Shehzad Poonawalla Reponds,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,8m 19s,2024-01-09T15:51:30Z,12890,49,9,public,,,21
209,Rajdeep Sardesai Talks About Seat Sharing Delay in INDIA Alliance | Lok Sabha Elections 2024,Other political themes,Newstrack_with_Rahul_Kanwal,India Today,10m 42s,2024-01-09T15:26:39Z,29402,85,46,public,,,21
210,Rahul Kanwal LIVE: 'Boycott Maldives' Now Trends On Social Media | Can Laskhadweep Be Next Maldives?,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,10h 25m 31s,2024-01-09T01:28:48Z,4234,12,1,public,,,18
211,"Exploring Lakshadweep vs Maldives Travel Trends Social Media, What Is the Reality? | NewsTrack",Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,57m 27s,2024-01-08T16:41:16Z,7386,55,33,public,,,22
212,Prime Minister's Assurance Fuels Lakshadweep Development | Praful Patel Exclusive,Praising Ruling Party,Newstrack_with_Rahul_Kanwal,India Today,10m,2024-01-08T16:34:02Z,1444,20,1,public,,,22
213,Mastering Lakshadweep's Tourism Potential: Can it Rival the Maldives? | Debate,Others,Newstrack_with_Rahul_Kanwal,India Today,25m 16s,2024-01-08T16:29:27Z,14431,110,108,public,,,22
214,Praful Patel Reveals Plans To Increase Tourist Facilities And Connectivity To Lakshadweep,Others,Newstrack_with_Rahul_Kanwal,India Today,5m 21s,2024-01-08T16:25:55Z,4102,56,2,public,,,22
215,Geeta Mohan Reports Live From Maldives's Male amidst India-Maldives Controversy | Maldives Row,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,7m 22s,2024-01-08T16:19:39Z,21566,113,98,public,,,22
216,Ex-Vice President Of Maldives Discusses Bilateral Relations Between India And Maldives,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,7m 52s,2024-01-08T16:17:55Z,2582,26,6,public,,,22
217,"Ease My Trip Suspends Future Bookings To Maldives, Focuses On Lakshadweep | India Today News",Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,7m 49s,2024-01-08T16:03:16Z,8714,60,25,public,,,21
218,Poonam Pandey Shifts Music Video Shoot From Maldives To Lakshadweep | Maldives Vs Lakshadweep,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,7m 16s,2024-01-08T16:02:48Z,12746,96,48,public,,,19
219,Newstrack With Rahul Kanwal | India-Maldives Row: How Online Conflict Blew Up In Real World | LIVE,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,58m 45s,2024-01-08T15:28:21Z,4013,34,11,public,,,18
220,Alleged Breakdown Of Law And Order In Bengal: ED Team Attacked During Raids,Criticizing Opposition,Newstrack_with_Rahul_Kanwal,India Today,4m 23s,2024-01-05T16:12:31Z,15740,54,44,public,,,20
221,Enforcement Directorate Team Attacked During Raid in West Bengal: A Heated TV Discussion,Criticizing Opposition,Newstrack_with_Rahul_Kanwal,India Today,22m 17s,2024-01-05T16:08:20Z,8375,75,55,public,,,25
222,Discussion On ED Team's Response To Violent Mob Incident,Criticizing Opposition,Newstrack_with_Rahul_Kanwal,India Today,4m 58s,2024-01-05T16:07:28Z,2642,16,23,public,,,21
223,Indian Navy Liberates Hijacked Merchant Vessel Lily Norfolk | Indian Navy Rescues Hijacked Vessel,Others,Newstrack_with_Rahul_Kanwal,India Today,5m 56s,2024-01-05T15:51:34Z,49591,721,110,public,,,25
224,NewsTrack: 15 Indians Secured From Hijacked Vessel | Bengal Blood Politics Erupts Again,Criticizing Opposition,Newstrack_with_Rahul_Kanwal,India Today,32m 30s,2024-01-05T15:48:44Z,4626,41,5,public,,,23
225,"Enforcement Directorate Team Attacked In Sandeshkhali Village, West Bengal: Political Repercussions",Criticizing Opposition,Newstrack_with_Rahul_Kanwal,India Today,4m,2024-01-05T15:48:32Z,8788,59,38,public,,,25
226,Exploring Political And Religious Perspectives On Bhavya Ram Mandir | India Today,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,7m 17s,2024-01-04T16:49:55Z,751,3,4,public,,,37
227,"BJP, Ram Mandir, and Indian Polity: Understanding the Connections | India Today News",Religious issues,Newstrack_with_Rahul_Kanwal,India Today,4m 11s,2024-01-04T15:59:37Z,770,3,2,public,,,23
228,"Ram Mandir Consecration, Hindu Rashtra And The Criticism | India Today News",Religious issues,Newstrack_with_Rahul_Kanwal,India Today,2m 35s,2024-01-04T15:53:56Z,519,1,1,public,,,24
229,NewsTrack | Union Minister Accuses Oppn Of Insulting Lord Ram: Debate Between BJP And Oppn,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,30m 18s,2024-01-04T15:46:00Z,3049,5,8,public,,,23
230,Debate Continues Over Mathura And Kashi Places Of Worship,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,1m 42s,2024-01-03T16:47:23Z,468,2,0,public,,,20
231,Debate Over Devendra Fadnavis' Statement On Babri Demolition,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,3m 54s,2024-01-03T16:45:24Z,921,6,2,public,,,20
232,NewsTrack With Gaurav Sawant: EAM Dr. JaiShankar Discusses Foreign Policy & India's Global Relations,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,45m 4s,2024-01-02T17:10:54Z,5281,31,6,public,,,22
233,Political Controversy Intensifies over Ram Mandir Consecration Ceremony | Ram Mandir News,Religious issues,Newstrack_with_Rahul_Kanwal,India Today,4m 9s,2024-01-02T17:08:33Z,967,3,0,public,,,23
234,Has India Put China's Interest Over Its Own? - Sushant Sarin On Nehru's UN Security Council Stance,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,25m 33s,2024-01-02T17:04:52Z,11748,44,19,public,,,22
235,India Today's Shiv Aroor Give Insights on Nehru Era's Political Missteps And India-China Issue,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,4m 52s,2024-01-02T16:36:16Z,429,5,2,public,,,22
236,External Affairs Minister S. Jaishankar Critiques Nehru's China Policy | Jaishanakar News Today,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,36m 51s,2024-01-02T16:36:08Z,4153,30,11,public,,,22
237,Panelists Discuss On Nehru's UN Security Council Stance & Current India-China Relations,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,15m 10s,2024-01-02T16:24:10Z,4,0,0,unlisted,,,22
238,Minister S. Jaishankar Critiques Nehru's China Policy | Jaishankar On China & Nehru,Repetition,Newstrack_with_Rahul_Kanwal,India Today,2m 50s,2024-01-02T15:40:05Z,1181,8,6,public,,,22
239,Newstrack With Gaurav Sawant: EAM Affirms India's Stand Against Terrorism; Puts Canada On Notice,Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,41m 59s,2024-01-02T15:25:45Z,2179,5,2,public,,,21
240,"LIVE: EAM Jaishankar Says K-Forces Are Being Given Space In Canada, Damaging India-Canada Relations",Foreign Relations (excluding Pakistan),Newstrack_with_Rahul_Kanwal,India Today,36m 57s,2024-01-02T15:18:30Z,5511,21,1,public,,,21
0,News Today With Rajdeep Sardesai: Supreme Court Scraps Electoral Bond,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,29m 34s,2024-02-15T17:12:31Z,2328,15,2,public,,,17
1,Debate Intensifies Over Transparency In Political Funding After Supreme Court Ruling,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,12m 59s,2024-02-15T17:00:14Z,4647,39,25,public,,,25
2,Transparency In Political Fundings: Impact of Supreme Court's Historic Verdict,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,7m 21s,2024-02-15T16:52:25Z,7425,38,12,public,,,26
3,Investigating Corruption Claims in Electoral Bond Scheme | India Today,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,4m 59s,2024-02-15T16:44:03Z,1967,33,9,public,,,29
4,Supreme Court Declares Electoral Bond Scheme Unconstitutional,Legal issues,News_Today_with_Rajdeep_Sardesai,India Today,5m 6s,2024-02-15T16:39:24Z,1183,19,0,public,,,23
5,Unveiling the Truth Behind Electoral Bonds | Kapil Sibal Exclusive,Criticizing Modi Govt,News_Today_with_Rajdeep_Sardesai,India Today,8m 24s,2024-02-15T16:36:03Z,7287,54,46,public,,,31
6,Kapil Sibal Reveals How Electoral Bonds Were A Scheme To Fund the BJP Big Time,Criticizing Modi Govt,News_Today_with_Rajdeep_Sardesai,India Today,13m 29s,2024-02-15T16:31:12Z,13038,132,146,public,,,21
7,News Today With Rajdeep Sardesai LIVE: Farmer Protest Escalates | Farmers choke Delhi borders,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m,2024-02-15T05:39:41Z,27937,113,5,public,,,19
8,News Today With Rajdeep Sardesai: Farmer Protest Escalates | Farmers choke Delhi borders,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,44m 20s,2024-02-14T17:17:06Z,5248,33,49,public,,,19
9,Kolkata Illumination Project Sheds New Light On Heritage Structures,Others,News_Today_with_Rajdeep_Sardesai,India Today,2m 31s,2024-02-14T16:57:35Z,587,8,6,public,,,19
10,Rajya Sabha Elections: Key Candidates File Nominations | India Today,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,50s,2024-02-14T16:55:02Z,7474,28,12,public,,,23
11,Expert Calls for Diversified Agriculture And Income Support | Dr. Ashok Gulati Exclusive,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,20m 36s,2024-02-14T16:51:49Z,9418,237,103,public,,,24
12,Agricultural Economist Ashok Gulati Opposes Legal Minimum Support Price,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,8m 48s,2024-02-14T16:44:24Z,14496,201,116,public,,,24
13,Farmers Stand Firm At Shambhu Border Amid Tear Gas and Drones,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,5m 34s,2024-02-14T16:37:42Z,14627,126,61,public,,,28
14,A Statutory Minimum Support Price Was Recommended For First Time': Madhura Swaminathan Reveals,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,10m 1s,2024-02-14T16:37:02Z,7647,82,70,public,,,22
15,News Today With Rajdeep Sardesai LIVE: Farmer Protest Escalates | Farmers choke Delhi borders,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,47m 26s,2024-02-14T16:27:00Z,14600,74,33,public,,,19
16,Diverse Opinions On Government Tax Relief And MSP For Farmers | India Today,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,9m 48s,2024-02-13T17:12:44Z,7683,43,62,public,,,25
17,"News Today | Farmers' 'Delhi Chalo' Protest: Tear Gas Shells, Water Cannons Used Against Farmers",Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,29m 48s,2024-02-13T16:40:00Z,8053,49,41,public,,,20
18,Congress Promises Implementation Of MSP Formula If Elected,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,7m 26s,2024-02-13T16:33:12Z,10736,65,115,public,,,28
19,Farmers' March Towards Delhi Halted; Protest Turns Violent,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,4m 42s,2024-02-13T16:29:24Z,8519,55,70,public,,,25
20,Farmers' Protest: Devinder Sharma Advocates for Legal MSP In Indian Agriculture,Farmers' issues,News_Today_with_Rajdeep_Sardesai,India Today,5m 18s,2024-02-13T16:27:53Z,3155,42,37,public,,,26
21,Rajdeep Sardesai LIVE: BJP Out To Win Maharashtra | Ashok Chavan Quits Congress LIVE | India Today,Other political themes,News_Today_with_Rajdeep_Sardesai,India Today,2h 55m 10s,2024-02-13T04:49:38Z,5227,18,2,public,,,10
22,Rajdeep Sardesai LIVE: BJP Out To Win Maharashtra After Ashok Chavan Quits Congress? | India Today,Repetition,News_Today_with_Rajdeep_Sardesai,India Today,7h 59m 30s,2024-02-13T02:03:17Z,21161,43,7,public,,,10
