Unnamed: 0,Title,Show,Author,Length,Published,Views,Likes,Comments,Privacy Status,Region Restriction Count,Tag Count,Unnamed: 12,Time
142,"Rajdeep Sardesai LIVE: Suspense Over Nitish Kumar's Move Continues, Will Nitish Join Hands With NDA?",News_Today_with_Rajdeep_Sardesai,India Today,2h 34m 6s,2024-01-27T13:09:28Z,13327,42,1,public,,,22.0,154.1
143,"Republic Day Roundtable With Rajdeep LIVE: Nehru Vs PM Modi, Whose Vision Appears More Relevant?",News_Today_with_Rajdeep_Sardesai,India Today,10h 18m 55s,2024-01-27T02:15:36Z,11045,23,14,public,,,26.0,618.9166666666666
144,"Rajdeep Sardesai LIVE: Suspense Over Nitish Kumar's Move Continues, Will Bihar CM Join NDA?",News_Today_with_Rajdeep_Sardesai,India Today,8h 17m 15s,2024-01-27T02:03:51Z,9854,23,1,public,,,22.0,497.25
145,"Rajdeep Sardesai LIVE: Suspense Over Nitish Kumar's Move Continues, Will Bihar CM Join NDA?",News_Today_with_Rajdeep_Sardesai,India Today,11h 54m 56s,2024-01-26T17:57:54Z,87752,291,5,public,,,22.0,714.9333333333333
146,"Republic Day Roundtable With Rajdeep Sardesai: Nehru Vs PM Modi, Whose Vision Appears More Relevant?",News_Today_with_Rajdeep_Sardesai,India Today,53m 9s,2024-01-26T16:45:34Z,38119,321,802,public,,,26.0,53.15
147,Professor Makkhan Lal Responds To Claims About Indian Republic And Division | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 40s,2024-01-26T16:32:48Z,1140,9,0,public,,,26.0,7.666666666666667
148,Is New India Discovering A More Rooted Indian Identity? Experts Discuss | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 49s,2024-01-26T16:27:25Z,1045,3,8,public,,,26.0,7.816666666666666
149,Professor Kapila Discusses Conflict Between Nehru's Vision & PM Modi's Vision | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 51s,2024-01-26T15:55:58Z,1754,5,25,public,,,26.0,7.85
150,NewsToday With Rajdeep Sardesai: Why Nitish Kumar Is On His 'Paltu Ram' Mode Again? | Bihar Politics,News_Today_with_Rajdeep_Sardesai,India Today,10h 52m 6s,2024-01-26T03:25:07Z,25153,57,5,public,,,23.0,652.1
151,Rajdeep Sardesai LIVE | Andhra Pradesh CM YS Jagan Mohan Reddy Exclusive | India Today LIVE,News_Today_with_Rajdeep_Sardesai,India Today,8h 56m 22s,2024-01-26T02:07:01Z,11347,76,24,public,,,18.0,536.3666666666667
152,NewsToday With Rajdeep Sardesai: Why Nitish Kumar Is On His 'Paltu Ram' Mode Again? | Bihar Politics,News_Today_with_Rajdeep_Sardesai,India Today,25m 37s,2024-01-25T17:10:57Z,36598,203,101,public,,,23.0,25.616666666666667
153,Communal Clashes In Mumbai's Mira Road Suburb: Ground Zero Report,News_Today_with_Rajdeep_Sardesai,India Today,3m 52s,2024-01-25T17:08:43Z,85165,582,446,public,,,21.0,3.8666666666666667
154,"Exclsuive: Andhra Pradesh CM Discusses Upcoming Election, Confidence in Re-election",News_Today_with_Rajdeep_Sardesai,India Today,9m 38s,2024-01-25T17:03:41Z,1492,13,1,public,,,33.0,9.633333333333333
155,Rajdeep Sardesai | Andhra Pradesh CM YS Jagan Mohan Reddy Exclusive | India Today,News_Today_with_Rajdeep_Sardesai,India Today,18m 23s,2024-01-25T16:48:01Z,165968,1320,709,public,,,18.0,18.383333333333333
156,Bihar Politics News: Bihar Politics Shakeup: Nitish Kumar Likely To Switch From RJD To NDA,News_Today_with_Rajdeep_Sardesai,India Today,3m 51s,2024-01-25T16:42:52Z,44556,122,29,public,,,30.0,3.85
157,Rajdeep Sardesai LIVE Interview With YS Jagan Mohan Reddy Exclusive | Andhra Pradesh CM Interview,News_Today_with_Rajdeep_Sardesai,India Today,20m 35s,2024-01-25T16:35:49Z,31972,321,365,public,,,16.0,20.583333333333332
158,Rajdeep Sardesai LIVE | Andhra Pradesh CM YS Jagan Mohan Reddy Exclusive | India Today LIVE,News_Today_with_Rajdeep_Sardesai,India Today,19m 31s,2024-01-25T16:17:23Z,3378,41,9,public,,,18.0,19.516666666666666
159,NewsToday With Rajdeep Sardesai: Why Nitish Kumar Is On His 'Paltu Ram' Mode Again? | Bihar Politics,News_Today_with_Rajdeep_Sardesai,India Today,32m 24s,2024-01-25T16:04:17Z,38220,168,56,public,,,23.0,32.4
160,Shoaib Bashir Gets Visa to Travel to India Ahead of Test Match,News_Today_with_Rajdeep_Sardesai,India Today,43s,2024-01-24T17:03:46Z,2218,8,2,public,,,25.0,0.0
161,Unprecedented Surge in Pilgrims in Ayodhya Post Reopening,News_Today_with_Rajdeep_Sardesai,India Today,4m 18s,2024-01-24T16:58:28Z,3037,16,5,public,,,19.0,4.3
162,Mamata Banerjee Confirms Independent Stand in West Bengal for 2024 Elections,News_Today_with_Rajdeep_Sardesai,India Today,6m 12s,2024-01-24T16:55:06Z,1463,4,3,public,,,26.0,6.2
163,I.N.D.I.A. Alliance: Parties Debate Over Seat Sharing Amid Election Battle,News_Today_with_Rajdeep_Sardesai,India Today,7m 13s,2024-01-24T16:51:54Z,976,3,2,public,,,28.0,7.216666666666667
164,Mamata Banerjee Breaks Off Congress Alliance Amid Electoral Talks,News_Today_with_Rajdeep_Sardesai,India Today,11m 14s,2024-01-24T16:48:04Z,3514,16,2,public,,,26.0,11.233333333333333
165,Congress & TMC At An Impasse Over Seat Sharing in West Bengal,News_Today_with_Rajdeep_Sardesai,India Today,7m 12s,2024-01-24T16:45:23Z,973,2,2,public,,,23.0,7.2
166,"Mamata Banerjee Splits with Congress, India Alliance Unsettled Pre-Election 2024",News_Today_with_Rajdeep_Sardesai,India Today,5m 49s,2024-01-24T16:41:17Z,1766,4,4,public,,,31.0,5.816666666666666
167,TMC Ditches Cong Nitish Next? | 'INDIA' Alliance Hits Dead End? | News Today With Preeti Choudhry,News_Today_with_Rajdeep_Sardesai,India Today,39m 46s,2024-01-24T16:37:29Z,5347,32,6,public,,,21.0,39.766666666666666
168,TMC Ditches Cong Nitish Next? | 'INDIA' Alliance Hits Dead End? | News Today With Preeti Choudhry,News_Today_with_Rajdeep_Sardesai,India Today,57m 49s,2024-01-24T16:28:06Z,5476,20,5,public,,,21.0,57.81666666666667
169,News Today With Rajdeep Sardesai: Can Rahul's Yatra Take On Modi Juggernaut? | Ram Mandir Politics,News_Today_with_Rajdeep_Sardesai,India Today,10h 11m 1s,2024-01-24T02:05:00Z,16618,46,7,public,,,20.0,611.0166666666667
170,Indian Politics Rouses: From Rahul’s Ongoing Nyay Yatra To Bharat Ratna for Karpoori Thakur,News_Today_with_Rajdeep_Sardesai,India Today,48m 42s,2024-01-24T01:30:23Z,8834,31,22,public,,,22.0,48.7
171,"Muslims Have Reconciled To The Idea That A Temple Has Been Built,' Reveals Lt General Shah (R)",News_Today_with_Rajdeep_Sardesai,India Today,8m 56s,2024-01-23T17:59:49Z,3025,21,34,public,,,18.0,8.933333333333334
172,"Rahul Gandhi Targets Assam Chief Minster Himanta Biswa In Rally, Claims Lack of Jobs",News_Today_with_Rajdeep_Sardesai,India Today,11m 11s,2024-01-23T17:59:35Z,36602,298,216,public,,,20.0,11.183333333333334
173,Legendary OBC Leader Karpoori Thakur to Receive Bharat Ratna Amid Political Tussle,News_Today_with_Rajdeep_Sardesai,India Today,10m 21s,2024-01-23T17:52:05Z,6715,49,28,public,,,20.0,10.35
174,"Bharat Ratna For Karpoori Thakur, Former Bihar CM and OBC Leader | India Today News",News_Today_with_Rajdeep_Sardesai,India Today,7m 6s,2024-01-23T17:45:51Z,3678,48,7,public,,,19.0,7.1
175,Mira Road Violence: Demolition Drive Takes Place In Mira Road Following Community Clashes,News_Today_with_Rajdeep_Sardesai,India Today,2m 42s,2024-01-23T17:43:44Z,417355,2984,991,public,,,24.0,2.7
176,INDIA Alliance in Focus Amid Rahul Gandhi's Bharat Nyay Yatra | Rahul Gandhi News,News_Today_with_Rajdeep_Sardesai,India Today,3m 56s,2024-01-23T17:41:46Z,5778,42,19,public,,,19.0,3.9333333333333336
177,Karpoori Thakur's Son Expresses Gratitude For Father's Bharat Ratna | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,2m 3s,2024-01-23T17:33:41Z,5906,78,5,public,,,16.0,2.05
178,Decoding The Concept Of Ram Rajya | Devdutt Pattanaik Exclusive On What Ramayan Teaches Us,News_Today_with_Rajdeep_Sardesai,India Today,6m 1s,2024-01-22T18:45:07Z,2009,21,11,public,,,21.0,6.016666666666667
179,What Comes Across With Ram Is This Principle Of Steadfastness...: Devdutt Pattanaik Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,7m 28s,2024-01-22T17:15:35Z,1072,12,2,public,,,21.0,7.466666666666667
180,"Justice Is Not A Fact, It's A Belief': Devdutt Pattanaik On Ramayana's Relevance | India Today",News_Today_with_Rajdeep_Sardesai,India Today,24m 43s,2024-01-22T17:08:42Z,16920,281,85,public,,,21.0,24.716666666666665
181,News Today With Rajdeep Sardesai: Political Rumble On Mandir Politics | Ram Mandir Pran Pratishtha,News_Today_with_Rajdeep_Sardesai,India Today,11h 28m 4s,2024-01-20T03:26:13Z,20001,81,25,public,,,20.0,688.0666666666667
182,Rajdeep Sardesai LIVE: Political Rumble On Ram Mandir Politics | Ram Mandir Pran Pratishtha Ceremony,News_Today_with_Rajdeep_Sardesai,India Today,9h 5m 2s,2024-01-20T03:16:10Z,8112,23,24,public,,,20.0,545.0333333333333
183,News Today With Rajdeep Sardesai: Pakistan Strikes Back At Iran After Deadly Strike In Balochistan,News_Today_with_Rajdeep_Sardesai,India Today,10h 11m 36s,2024-01-20T02:05:34Z,2965,18,0,public,,,22.0,611.6
184,News Today With Rajdeep Sardesai: Political Rumble On Mandir Politics | Ram Mandir Pran Pratishtha,News_Today_with_Rajdeep_Sardesai,India Today,54m 49s,2024-01-19T17:24:04Z,55657,282,478,public,,,20.0,54.81666666666667
185,Modi vs Who? Swapan Dasgupta Discusses BJP's Political Strategy,News_Today_with_Rajdeep_Sardesai,India Today,6m 17s,2024-01-19T17:18:11Z,21654,73,43,public,,,22.0,6.283333333333333
186,Debate Heats Up Over Opposition India Alliance's Absence from January 22nd Event,News_Today_with_Rajdeep_Sardesai,India Today,5m 21s,2024-01-19T16:15:11Z,6085,19,20,public,,,20.0,5.35
187,Is The Mandir Issue Being Used For Vote Bank Politics? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,9m 3s,2024-01-19T16:12:18Z,1241,8,6,public,,,29.0,9.05
188,Debate Over Temple's Role In Political Power And Hindu Assertion,News_Today_with_Rajdeep_Sardesai,India Today,8m 11s,2024-01-19T15:59:29Z,1448,12,4,public,,,20.0,8.183333333333334
189,General Elections Heat Up With Big Ram Mandir Debate | India Today,News_Today_with_Rajdeep_Sardesai,India Today,5m 5s,2024-01-19T15:50:44Z,1174,6,9,public,,,26.0,5.083333333333333
190,News Today With Rajdeep Sardesai: Pakistan Strikes Back At Iran After Deadly Strike In Balochistan,News_Today_with_Rajdeep_Sardesai,India Today,10h 21m 27s,2024-01-19T02:24:38Z,9082,52,2,public,,,22.0,621.45
191,Iran-Pak Conflict Escalates as Nations Exchange Drone Attacks Amid Rising Tension in West Asia,News_Today_with_Rajdeep_Sardesai,India Today,53m 33s,2024-01-18T17:10:46Z,15239,60,15,public,,,20.0,53.55
192,China Well Positioned To Broker Peace In The Middle East: China Strategist Andrew KP Leung,News_Today_with_Rajdeep_Sardesai,India Today,5m,2024-01-18T16:52:01Z,464,1,2,public,,,22.0,0.0
193,"Fog In Parts Of Delhi, Other States Affects Trains, Coldwave Continues | Fog Engulf North India",News_Today_with_Rajdeep_Sardesai,India Today,2m 34s,2024-01-18T16:50:44Z,8954,35,2,public,,,29.0,2.5666666666666664
194,The Basic DNA Of The Islamic Government Is Anti-Israel: MEA Former Secretary KC Singh,News_Today_with_Rajdeep_Sardesai,India Today,8m 59s,2024-01-18T16:49:22Z,5003,14,2,public,,,22.0,8.983333333333333
195,"Chandigarh Mayoral Polls Deferred, AAP Accuses BJP | Raghav Chadha Exclusive",News_Today_with_Rajdeep_Sardesai,India Today,7m 52s,2024-01-18T16:46:27Z,24131,148,88,public,,,28.0,7.866666666666667
196,Pakistan's People Were Actually Reacting To The Iranian Strike: Pak Security Expert Rizwan Naseer,News_Today_with_Rajdeep_Sardesai,India Today,5m 37s,2024-01-18T16:46:17Z,36769,121,24,public,,,22.0,5.616666666666667
197,News Today With Rajdeep Sardesai: Pakistan Strikes Back At Iran After Deadly Strike In Balochistan,News_Today_with_Rajdeep_Sardesai,India Today,22m 4s,2024-01-18T16:39:00Z,11035,48,5,public,,,22.0,22.066666666666666
198,Convicts In Bilkis Bano Case Request Extension Time To Surrender,News_Today_with_Rajdeep_Sardesai,India Today,1m 58s,2024-01-18T16:33:13Z,15540,56,13,public,,,20.0,1.9666666666666668
199,"Vadodara Gujarat Boat Accident: 12 Students, 2 Teachers Die In Gujarat Boat Tragedy, Were On Picnic",News_Today_with_Rajdeep_Sardesai,India Today,2m 39s,2024-01-18T16:31:14Z,62335,147,24,public,,,21.0,2.65
200,Pakistan Launches Missile And Drone Attacks On Iran In Retaliation,News_Today_with_Rajdeep_Sardesai,India Today,2m 53s,2024-01-18T16:26:12Z,46096,262,70,public,,,24.0,2.8833333333333333
201,Newstoday With Rajdeep Sardesai LIVE: The Big Poverty Debate | Modi-nomics Vs Manmohan-mics | LIVE,News_Today_with_Rajdeep_Sardesai,India Today,9h 55m 10s,2024-01-18T01:47:33Z,13660,33,7,public,,,24.0,595.1666666666666
202,Discussion On The Accuracy Of India's Hunger And Poverty Indices | India Today,News_Today_with_Rajdeep_Sardesai,India Today,4m 53s,2024-01-17T17:24:45Z,606,1,2,public,,,25.0,4.883333333333333
203,Discussion On India's Poverty Reduction Claims: Different Perspectives,News_Today_with_Rajdeep_Sardesai,India Today,6m 48s,2024-01-17T17:10:32Z,759,9,0,public,,,22.0,6.8
204,Discussion On Poverty Reduction In India Under Different Governments,News_Today_with_Rajdeep_Sardesai,India Today,7m 42s,2024-01-17T17:08:50Z,623,7,2,public,,,21.0,7.7
205,Debate Over Methodology Of Multidimensional Poverty Index: Experts Discussion,News_Today_with_Rajdeep_Sardesai,India Today,5m 3s,2024-01-17T17:02:51Z,654,3,1,public,,,23.0,5.05
206,Critique Of NITI Aayog's Use Of MPI As An Indicator Of Poverty In India,News_Today_with_Rajdeep_Sardesai,India Today,3m 22s,2024-01-17T17:01:38Z,612,9,0,public,,,23.0,3.3666666666666667
207,"Pm Attends Actor Suresh Gopi’s Daughter’s Wedding, Mohanlal, Mammootty Present",News_Today_with_Rajdeep_Sardesai,India Today,47s,2024-01-17T16:57:09Z,135873,757,89,public,,,19.0,0.0
208,"Meet Noor Alam, Who Provided Land To Shelter Ram Temple Devotees | India Today",News_Today_with_Rajdeep_Sardesai,India Today,1m 56s,2024-01-17T16:48:47Z,7771,72,23,public,,,22.0,1.9333333333333333
209,Men Flock To Recruitment Drive In Haryana For Jobs In Israel | NewsToday,News_Today_with_Rajdeep_Sardesai,India Today,3m 16s,2024-01-17T16:43:11Z,9702,95,61,public,,,17.0,3.2666666666666666
210,"IndiGo, Mumbai Airport Fined Over Passengers Eating On Tarmac",News_Today_with_Rajdeep_Sardesai,India Today,1m 26s,2024-01-17T16:35:07Z,58368,274,47,public,,,20.0,1.4333333333333333
211,"Arvind Kejriwal, Sharad Pawar Skip Ram Mandir Inauguration Amid Political Tensions",News_Today_with_Rajdeep_Sardesai,India Today,5m 18s,2024-01-17T16:33:55Z,4523,14,4,public,,,20.0,5.3
212,Newstoday With Rajdeep Sardesai: The Big Poverty Debate | Modi-Nomics Vs Manmohan-Mics,News_Today_with_Rajdeep_Sardesai,India Today,30m 35s,2024-01-17T16:31:56Z,23240,129,121,public,,,24.0,30.583333333333332
213,NewsToday With Rajdeep Sardesai: Will BJP Mandir Card Shape 2024? | South Africa Drag Israel To ICJ?,News_Today_with_Rajdeep_Sardesai,India Today,10h 28m 46s,2024-01-17T02:25:44Z,8858,31,6,public,,,25.0,628.7666666666667
214,Former ANC MP Andrew Feinstein Exclusive | ICJ Examines South Africa's Genocide Case Against Israel,News_Today_with_Rajdeep_Sardesai,India Today,11m 54s,2024-01-16T17:36:18Z,1707,20,18,public,,,32.0,11.9
215,Will Ram Mandir Card Shape 2024 Narrative? & Can Religion Be Kept Out Of Politics? |Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,23m 12s,2024-01-16T17:03:19Z,16259,67,145,public,,,22.0,23.2
216,Teen Released On Bail After Accusations of Disrespecting Temple Procession Withdrawn,News_Today_with_Rajdeep_Sardesai,India Today,2m 27s,2024-01-16T17:00:41Z,719,9,8,public,,,20.0,2.45
217,Sanju Varma Debates Opposition's Claim of BJP's Religious Monopoly | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 29s,2024-01-16T16:38:34Z,773,4,3,public,,,18.0,7.483333333333333
218,Ram Mandir Politics: Debate Sparks Over Alleged 'Selectively Secular' Leadership | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,6m 29s,2024-01-16T16:29:31Z,1562,3,8,public,,,22.0,6.483333333333333
219,Mamata Banerjee Announces Interfaith TMC Rally Post Kali Temple Visit On 22nd Jan,News_Today_with_Rajdeep_Sardesai,India Today,8m 32s,2024-01-16T16:27:07Z,12695,81,95,public,,,27.0,8.533333333333333
220,Ram Mandir News: Political Maneuvers Ahead of Ram Mandir Inauguration | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,4m 42s,2024-01-16T16:23:25Z,7348,28,9,public,,,26.0,4.7
221,New Airport Action Plan Issued to Handle Passenger Grievances | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,3m 30s,2024-01-16T16:06:02Z,27263,87,4,public,,,22.0,3.5
222,NewsToday With Rajdeep Sardesai LIVE: Can Bharat Nyay Yatra Trump Mandir Card? | Fog Grounds Flights,News_Today_with_Rajdeep_Sardesai,India Today,10h 44m 11s,2024-01-16T02:44:00Z,11220,40,6,public,,,18.0,644.1833333333333
223,DGCA Issues SOP To Airlines | Can Bharat Nyay Yatra Trump Mandir Card? | NewsToday With Rajdeep,News_Today_with_Rajdeep_Sardesai,India Today,49m 1s,2024-01-15T17:33:46Z,5219,14,3,public,,,22.0,49.016666666666666
224,Eco-Friendly Houseboat On Maholi-Ganga River Gains Popularity Among Social Media Users,News_Today_with_Rajdeep_Sardesai,India Today,1m 29s,2024-01-15T17:30:02Z,585,4,1,public,,,19.0,1.4833333333333334
225,Nyaya Yatra Vs Mandir Card: Can Nyay Yatra Counter Mandir Card? | Rahul Gandhi News,News_Today_with_Rajdeep_Sardesai,India Today,8m 25s,2024-01-15T17:23:10Z,4351,33,24,public,,,22.0,8.416666666666666
226,Rahul Gandhi's Bharat Jodo Nyaya Yatra Commences Amidst Ram Mandir Buzz,News_Today_with_Rajdeep_Sardesai,India Today,3m 43s,2024-01-15T17:13:20Z,13336,154,53,public,,,22.0,3.716666666666667
227,Discussion on Non-Operational Runways and CAT 3B Compliant Airports | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,11m 13s,2024-01-15T17:09:17Z,1002,0,0,public,,,23.0,11.216666666666667
228,Discussion on Aviation Industry Practices Amidst Severe Weather Conditions,News_Today_with_Rajdeep_Sardesai,India Today,4m 39s,2024-01-15T17:04:18Z,1564,5,0,public,,,23.0,4.65
229,Milind Deora Discusses Reasons For Leaving Congress In Exclusive Interview With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,2m 24s,2024-01-15T17:00:52Z,5692,22,21,public,,,18.0,2.4
230,Discussion Highlights Challenges in Airline Communication During Delays | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,2m 28s,2024-01-15T16:56:17Z,1096,0,0,public,,,23.0,2.466666666666667
231,Why Is There No Plan In Advance For The Fog By Airlines? | Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,7m 31s,2024-01-15T16:54:09Z,3145,14,11,public,,,23.0,7.516666666666667
232,Aviation Industry Grapples With Fog Disruptions: Who's to Blame? | India Today News,News_Today_with_Rajdeep_Sardesai,India Today,21m 58s,2024-01-15T16:52:11Z,4866,18,23,public,,,23.0,21.966666666666665
233,DGCA Issues New SOP To Airlines Amidst Fog-Disrupted Flights | Breaking News,News_Today_with_Rajdeep_Sardesai,India Today,41s,2024-01-15T16:13:28Z,1892,8,4,public,,,19.0,0.0
234,LIVE & EXCLUSIVE: Narayana Murthy Tells Rajdeep Sardesai Why He Doesn't Regret 70-Hour Work Comment,News_Today_with_Rajdeep_Sardesai,India Today,8h 54m 46s,2024-01-14T02:02:33Z,3540,24,1,public,,,21.0,534.7666666666667
235,LIVE & EXCLUSIVE: Narayana Murthy Tells Rajdeep Sardesai Why He Doesn't Regret 70-Hour Work Comment,News_Today_with_Rajdeep_Sardesai,India Today,5h 38m,2024-01-13T17:00:26Z,3401,33,3,public,,,21.0,0.0
236,Rajdeep Sardesai LIVE: Narayana Murthy Speaks Out On Controversy Over His '70-Hour Week' Remark,News_Today_with_Rajdeep_Sardesai,India Today,11h 55m,2024-01-13T08:13:29Z,35691,155,7,public,,,23.0,0.0
237,Uma Bharti LIVE & EXCLUSIVE On Ram Mandir Invite Politics | News Today With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,9h 13m 2s,2024-01-13T02:05:17Z,3992,16,0,public,,,24.0,553.0333333333333
238,Narayan Murthy EXCLUSIVE With Rajdeep Sardesai; Sudha Murty Backs Husband's 70-Hour Work-Week Call,News_Today_with_Rajdeep_Sardesai,India Today,9h 25m 40s,2024-01-13T02:03:02Z,7430,59,7,public,,,23.0,565.6666666666666
239,Uma Bharti Reveals Involvement With Ram Janmabhoomi Movement Since Age 12 | Uma Bharti Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,13m 54s,2024-01-12T17:50:29Z,3442,26,15,public,,,26.0,13.9
240,Infosys Co-founder Narayana Murthy Advocates For Hard Work In Long Hour Weekdays,News_Today_with_Rajdeep_Sardesai,India Today,12m 8s,2024-01-12T17:32:47Z,6730,76,25,public,,,25.0,12.133333333333333
241,Horror Story in Karnataka: Accused of Moral Policing in Haveri Now Suspected of Gang Rape,News_Today_with_Rajdeep_Sardesai,India Today,3m 39s,2024-01-12T17:14:55Z,12692,87,44,public,,,19.0,3.65
242,"Dr. Karan Singh Supports Prana Pratishtha ceremony, Despite Congress' Refusal",News_Today_with_Rajdeep_Sardesai,India Today,6m 13s,2024-01-12T16:23:44Z,13909,137,65,public,,,19.0,6.216666666666667
243,"It's just propaganda, It's just politics' - Pawan Khera On Prana Pratishtha Ceremony",News_Today_with_Rajdeep_Sardesai,India Today,10m 3s,2024-01-12T16:20:28Z,15441,80,186,public,,,20.0,10.05
244,Debate Over Timing of Ram Mandir Prana Pratishta Ceremony | Uma Bharti Exclusive,News_Today_with_Rajdeep_Sardesai,India Today,3m 58s,2024-01-12T16:03:37Z,4065,25,19,public,,,26.0,3.966666666666667
245,Uma Bharti Says Perceived Politicisation Of Prana Pratishtha Is Due To Oppn's Vote Bank Politics,News_Today_with_Rajdeep_Sardesai,India Today,8m 20s,2024-01-12T15:59:56Z,810,6,5,public,,,23.0,8.333333333333334
246,Uma Bharti LIVE & EXCLUSIVE On Ram Mandir Invite Politics | News Today With Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,13m 50s,2024-01-12T15:52:00Z,39766,206,123,public,,,24.0,13.833333333333334
247,PM Modi's Rituals at Nashik Mandir Sparks Political Controversy,News_Today_with_Rajdeep_Sardesai,India Today,3m 21s,2024-01-12T15:51:28Z,3035,19,13,public,,,19.0,3.35
248,BJP Patriarch LK Advani to Attend Ram Temple Consecration Ceremony,News_Today_with_Rajdeep_Sardesai,India Today,1m 7s,2024-01-12T15:46:16Z,33635,151,31,public,,,18.0,1.1166666666666667
249,Rajdeep Sardesai LIVE: Ram Mandir Boycott Splits Congress | Digvijaya Singh |Congress On Ram Mandir,News_Today_with_Rajdeep_Sardesai,India Today,11h 54m 59s,2024-01-12T07:56:28Z,71971,126,57,public,,,17.0,714.9833333333333
250,Digvijaya Singh Asserts Religion's Role In Public Life And Political Integrity,News_Today_with_Rajdeep_Sardesai,India Today,3m 40s,2024-01-11T18:00:41Z,1278,9,7,public,,,31.0,3.6666666666666665
251,Congress Party And Religion: Interview With Digvijaya Singh,News_Today_with_Rajdeep_Sardesai,India Today,2m 57s,2024-01-11T17:53:38Z,500,3,2,public,,,18.0,2.95
252,BJP's Role In Ram Temple And Differences With Secular Parties Discussed | India Today,News_Today_with_Rajdeep_Sardesai,India Today,4m 30s,2024-01-11T17:21:18Z,908,9,5,public,,,17.0,4.5
253,Controversy Erupts Over Ram Temple Inauguration And Political Participation | India Today,News_Today_with_Rajdeep_Sardesai,India Today,5m 57s,2024-01-11T17:17:33Z,6257,48,103,public,,,17.0,5.95
254,Discussion On Political Response To Groundbreaking Ceremony For Temple Reconstruction,News_Today_with_Rajdeep_Sardesai,India Today,4m 42s,2024-01-11T17:14:11Z,952,4,2,public,,,17.0,4.7
255,Interfaith Dialogue: Necessity In Hindutva Politics And Hindu Faith? | India Today,News_Today_with_Rajdeep_Sardesai,India Today,6m 15s,2024-01-11T17:07:35Z,796,4,0,public,,,17.0,6.25
256,NewsToday With Rajdeep Sardesai: Ram Mandir Consecration Ceremony Invite Splits Congress,News_Today_with_Rajdeep_Sardesai,India Today,27m 39s,2024-01-11T17:02:07Z,85861,352,546,public,,,17.0,27.65
257,Digvijaya Singh Alleges Use Of Religion As A 'Political Weapon' By PM Modi,News_Today_with_Rajdeep_Sardesai,India Today,15m 21s,2024-01-11T16:52:47Z,2880,22,30,public,,,23.0,15.35
258,Rajdeep Sardesai LIVE: Sena Vs Sena | Massive Setback For Uddhav Shinde Factions Is Real Shiv Sena,News_Today_with_Rajdeep_Sardesai,India Today,10h 43m 35s,2024-01-11T02:49:02Z,7229,24,2,public,,,10.0,643.5833333333334
259,Suchana Seth case: Startling Developments in Bangalore CEO Child Murder Case,News_Today_with_Rajdeep_Sardesai,India Today,3m 37s,2024-01-10T17:55:18Z,55660,224,90,public,,,22.0,3.6166666666666667
260,"News Today: Congress Declines Ram Mandir Inauguration Invite, Labels It as Political Event",News_Today_with_Rajdeep_Sardesai,India Today,34m 16s,2024-01-10T17:30:44Z,39108,190,368,public,,,20.0,34.266666666666666
261,Maharashtra Assembly Speaker's Recognition of Eknath Shinde Sena Sparks Political Debate,News_Today_with_Rajdeep_Sardesai,India Today,12m 5s,2024-01-10T17:23:37Z,4833,11,9,public,,,22.0,12.083333333333334
262,Maharashtra Assembly Speaker Rules in Favour of Eknath Shinde in Disqualification Plea,News_Today_with_Rajdeep_Sardesai,India Today,2m 34s,2024-01-10T17:17:42Z,4232,13,2,public,,,19.0,2.5666666666666664
263,Debate Discusses Ram Temple Inauguration And Politics,News_Today_with_Rajdeep_Sardesai,India Today,10m 21s,2024-01-10T17:06:37Z,7627,22,28,public,,,24.0,10.35
264,Ram Mandir Inauguration Discussed On Political Face-off By Rajdeep Sardesai,News_Today_with_Rajdeep_Sardesai,India Today,5m 52s,2024-01-10T17:04:04Z,1929,3,4,public,,,24.0,5.866666666666667
265,Dialogue Over Current Political Climate And Rising BJP Dominance,News_Today_with_Rajdeep_Sardesai,India Today,7m 10s,2024-01-10T17:01:22Z,3250,11,15,public,,,30.0,7.166666666666667
266,Sanjay Jha's Different Stand on Ram Mandir Inauguration From Congress's Official View,News_Today_with_Rajdeep_Sardesai,India Today,2m 20s,2024-01-10T16:59:26Z,4084,17,14,public,,,34.0,2.3333333333333335
